1,Articulated Corralines
11,Chondracanthus spp.
2,Cladophora spp.
3,Codium spp.
4,Colpomenia spp.
5,Cystoseira spp.
6,Dictyota spp.
7,Egregia menziesii
8,Eisenia
21,Filamentous Red Algal Turf
9,Florideophyceae
12,Gelidium nudifrons
13,Gelidium robustum
10,Gelidium spp.
15,Gymnogongrus
16,Laminaria farlowii
17,Laurencia spp.
18,Plocamium
19,Prionitis
22,Rhodymeniales
14,Unknown green
20,Unknown red
