Date,Site,Depth,Rep,Art,Gn,Gr,Rho,Lam,Cho,Cod,Ploc,Eis,Pri,Gel,Laur,Stos,Colp,Hal,Egr,Clad,Dic,Fau,RedT,GrnT,Gym,Red,Green,R Like,Mac,Pterygophora,Sg,note
1988-07-25,Twin W,10,2,66,0,30.7,52.3,0,41.5,15,0,159.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,3,104.1,0,553.7,10,0,106,135.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,4,19.2,0,531,51.1,0,38.9,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,5,85.7,0,380.7,34.1,9,16.8,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,6,204.5,0,179.8,23.3,0,33,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0.7,,,,,
1988-07-25,Twin W,10,7,51.7,0,108.7,0,88.2,45.2,12.5,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,8,112.2,0,423.6,1.1,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,9,0,0,625,16,0,58.6,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,10,10,145.5,0,29.5,20.1,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,,,,,
1988-07-25,Twin W,20,1,36.9,0,26.1,0,11,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,20,2,64.2,0,0,0,0,0,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,20,3,100.9,0,155.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,20,4,64.7,0,76.5,18.6,4.2,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
1988-07-25,Twin W,20,5,64.6,0,223.2,0,3.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,20,6,81.5,0,422.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,20,7,394.2,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Unid Brown 25.8
1988-07-25,Twin W,20,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.4,,,,,
1988-07-25,Twin W,20,9,55.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,20,10,0,0,206.7,19.9,29.7,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,2,6.8,0,0,10.5,2.6,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,3,0,0,0,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,5,58.6,0,0,1,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,6,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
1988-07-25,Twin W,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,9,15.6,0,0,64.5,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-07-25,Twin W,30,10,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,1,8.3,0,18.3,6.9,0,4.8,1.2,0,73.4,18.2,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,2,0,0,2.6,2.9,0,2.5,0,0,132.6,36.2,0,0,0,0,4.9,2.1,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,3,1.2,0,13.9,13.9,0,0.4,6.5,0,106.8,8.3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,,,,,
1988-08-10,Fern O,10,4,29,0,32.4,13.4,0,0,5.4,0,159,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,5,0.4,0,15.6,5.1,0,0,3.7,0,18,0.4,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,6,89.3,0,77.4,27.2,0,19.9,122.8,0,13.7,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,7,3.8,0,293.1,12.5,0,0,12.9,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,8,0.5,0,377.4,0.6,0,9.6,146.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,9,52,0,250,32.5,0,1.2,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,10,10,0,0,180.4,10.2,0,7.6,106.6,0,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,1,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,3,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,4,102.8,0,0,6.3,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,6,25.1,0,6.6,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,7,0,0,0.8,0,0,0,3,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,8,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,9,71.2,0,40.4,24.5,0,12.7,0,0,0,0,0,0,0,0,0,34.6,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,20,10,35.9,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,,,,,
1988-08-10,Fern O,30,4,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-10,Fern O,30,10,82.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,1,3.9,0,292.7,72.8,0,0,6.4,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,2,35.3,0,398.4,15.4,0,1.3,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,3,11.2,0,561.5,9.8,0,3.5,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,4,9,0,179.3,2.3,0,0,1336.7,0,169.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,5,0,0,428.1,30.4,0,5,0,0,4.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,6,16.1,0,383.4,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,7,62.9,0,698.5,21,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,8,164.6,0,139.8,0.6,0,0.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,9,3.1,0,278.4,11.1,0,7.7,0,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,10,10,0,0,475.7,98.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,1,606.8,0,0,22.2,0,61.2,0.8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,2,2.8,0,315,92.8,0,0,1.4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,3,0,0,204.4,44.5,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,4,318.5,0,0,3.6,0,14.2,176.7,0,59.4,0,0,12.7,0,0.5,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,5,208.5,0,84.7,14.2,0,28,195.3,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,6,85.9,0,188.1,80.6,0,15.7,136.3,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,7,331,0,0,32,0,0,83.6,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,8,172.9,0,2.9,12.8,0,0,605.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,9,84.9,0,218,53.7,0,0,0,0,23.3,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,20,10,21,0,382,2.1,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,1,45.3,0,15.8,57.3,0,4.4,5,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,sciadaphyus 0.4
1988-08-11,Diablo,30,2,94.1,0,161.5,20.2,0,6.1,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,3,0.3,0,0,2.7,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,4,0,0,0,14,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,5,29.7,0,0,51,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,7,106.5,0,64.4,2.2,0,5.9,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,8,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,9,1.2,0,6.2,13.5,0,1.3,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-11,Diablo,30,10,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,1,82,0,246,0,0,0,4.6,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,2,23.9,0,186,4,0,18.9,10.9,0,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,3,21.3,0,184.5,7.3,0,0.4,287.6,0,27.4,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,4,48,0,116.2,35.4,0,3.4,440.8,0,481.4,0,0,1.4,0,0,0,0,2.5,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,5,33.5,0,180.6,4.1,0,0,54.1,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,6,8,0,374,2.2,0,0,383,0,13.2,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,7,0.6,0,158.6,34.1,0,25,177.7,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,8,0.1,0,291,9.5,0,0,2.8,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,9,4.9,0,225.7,53.4,0,8.7,1213,0,0,0,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,10,10,0,0,473,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,1,4.6,0,1.4,5.3,0,0,3.1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,2,6.3,0,0,1.1,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,3,0.4,0,0.2,11.1,0,0,20,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,4,33.4,0,0.8,4.8,0,0,4.3,0,1.4,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,5,20.3,0,8.8,36.2,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,6,90.9,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,7,68.4,0,7.8,0.5,0,3.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,8,99.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,9,97.5,0,37.5,0,0,0,0,0,74.5,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,20,10,6.1,0,13.4,4.1,0,0,0,0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,1,33.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,2,73.3,0,0,7.2,0,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,3,6.1,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,4,17.4,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,5,34.2,0,3.3,1.9,0,0.7,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,6,13.1,0,0,0,0,0,2.6,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,7,0,0,1,0.9,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,9,5,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1988-08-22,Fry's 1,30,10,0.7,0,0,0.7,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,1,166.5,0,0,61,0,3.8,0,0,104.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,2,0,0,836.8,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,3,0,0,212.6,20.6,0,6.7,0,0,0,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,4,0,0,726.1,10.7,0,15.5,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,5,66.9,0,24.9,45.9,0,11.8,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,6,14.8,0,6.6,33.5,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,7,0,0,42.8,10.2,0,0,10.5,0,139.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,8,9.5,0,159,22.8,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,9,120.3,0,165.7,2.4,0,31.3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 1,10,10,0,0,363.2,9.5,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,1,13.4,0,100.4,33.8,0,2.5,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,2,13.6,0,219,14.3,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,3,0,0,647.9,11.8,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,4,0,0,1822.9,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,5,0,0,131.9,32,0,9.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,6,0,0,208.3,34,0,2,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,7,0,0,977.1,4.8,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,8,0,0,180.8,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,9,19.4,0,0,6.4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC 2,10,10,41.2,0,205.1,98.5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,1,4.1,0,7.9,50.6,0,7.7,0,0,1.2,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,2,14.5,0,0,5.2,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,3,65.6,0,1.1,20.6,0,10.2,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,4,0,0,18,43,0,8.6,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,5,72.9,0,5.1,2.5,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,6,53.2,0,69.1,2.2,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,7,79.1,0,27.2,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,8,39.7,0,0,56.5,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,9,97.8,0,386.1,3.6,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-18,BC Point,10,10,29.2,0,398.2,3.7,58.5,106.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,1,41.6,0,3,40.4,0,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,2,45.4,0,0,69,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,3,1.5,0,31,157.9,0,6.6,0,0,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,4,58.6,0,207.1,26.8,0,10.8,0,0,118.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,5,0,0,2.9,59,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,6,0,0,106.3,31.7,0,24.2,3.4,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,7,2.5,0,19.3,100.1,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,8,33,0,35.7,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,9,26.8,0,8.7,79.3,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fern 1,10,10,0.6,0,132.8,90.4,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,1,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,2,83.1,0,4.7,22.4,0,5.5,13.1,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,3,39.7,0,22.1,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,4,11.8,0,0,6.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,5,4.5,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,6,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,7,49.2,0,23.1,1,0,0,8.4,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,8,4.2,0,2.8,61.4,0,0,4.4,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,9,0,0,7.3,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 1,10,10,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,1,93.9,0,0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,2,39.2,0,17.9,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,3,176.7,0,1.3,24.4,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,4,2.9,0,7.1,88.1,0,0,56.5,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,5,10.7,0,3.6,20.4,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,6,8.4,0,14.4,24.5,0,94.8,0,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,7,26.8,0,0,0,0,5.1,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,8,5.1,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,9,7.3,0,0,17.4,0,0,1,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1989-09-29,Fry's 3,10,10,46.3,0,2.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1990-04-07,BC 2,10,1,330.4,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1990-04-07,BC 2,10,2,17.7,0,393.1,22.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1990-04-07,BC 2,10,3,7.6,0,378.7,3.2,0,2.6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
