YEAR,DATE,SITE,DEPTH,REP,TAXA,SIZE,Count,FRACTION_SORTED,SOURCE
2009,2009-11-05,BC 1,10,5,Crabs,NA,3,0.25,SPLITS
2009,2009-11-05,BC 1,10,6,Crabs,NA,3,0.5,SPLITS
2009,2009-11-05,BC 1,10,9,Crabs,NA,3,0.0625,SPLITS
2009,2009-11-05,BC 1,10,10,Crabs,NA,3,0.03125,SPLITS
2009,2009-11-05,BC 1,20,1,Crabs,NA,3,0.0625,SPLITS
2009,2009-11-05,BC 1,20,3,Crabs,34,3,0.25,SPLITS
2009,2009-11-05,BC 1,20,4,Crabs,NA,3,0.0625,SPLITS
2009,2009-11-05,BC 1,20,5,Crabs,NA,3,0.0625,SPLITS
2009,2009-11-05,BC 1,20,7,Crabs,NA,3,0.25,SPLITS
2009,2009-11-05,BC 1,20,10,Crabs,NA,3,0.03125,SPLITS
2009,2009-11-05,BC 1,30,4,Crabs,NA,3,0.5,SPLITS
2009,2009-11-05,BC 1,30,6,Crabs,33,3,0.25,SPLITS
2009,2009-11-05,BC 1,30,7,Crabs,20,3,0.03125,SPLITS
2009,2009-11-05,BC 1,30,9,Crabs,NA,3,0.125,SPLITS
1982,1982-10-17,BC 1,10,1,Crabs,NA,4,0.5,SPLITS
1982,1982-10-17,BC 1,10,2,Crabs,NA,4,0.03125,SPLITS
1982,1982-10-17,BC 1,10,3,Crabs,9,4,1,SPLITS
1982,1982-10-17,BC 1,10,4,Crabs,1.3,4,1,SPLITS
1982,1982-10-17,BC 1,10,5,Crabs,1.2,4,1,SPLITS
1982,1982-10-17,BC 1,10,6,Crabs,2.2,4,0.5,SPLITS
1982,1982-10-17,BC 1,10,7,Crabs,1.3,4,1,SPLITS
1982,1982-10-17,BC 1,10,8,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,10,9,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,10,10,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,10,11,Crabs,1.7,4,1,SPLITS
1982,1982-10-17,BC 1,10,12,Crabs,1,4,1,SPLITS
1982,1982-10-17,BC 1,20,1,Crabs,3.3,4,0.5,SPLITS
1982,1982-10-17,BC 1,20,2,Crabs,2,4,1,SPLITS
1982,1982-10-17,BC 1,20,3,Crabs,1.5,4,0.5,SPLITS
1982,1982-10-17,BC 1,20,4,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,20,5,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,20,6,Crabs,3.7,4,0.5,SPLITS
1982,1982-10-17,BC 1,20,7,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,20,8,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,20,9,Crabs,1.5,4,1,SPLITS
1982,1982-10-17,BC 1,20,10,Crabs,10,4,1,SPLITS
1982,1982-10-17,BC 1,20,11,Crabs,4.6,4,0.5,SPLITS
1982,1982-10-17,BC 1,20,12,Crabs,2.8,4,0.5,SPLITS
1982,1982-10-17,BC 1,30,1,Crabs,3.9,4,0.25,SPLITS
1982,1982-10-17,BC 1,30,2,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,30,3,Crabs,2.5,4,0.25,SPLITS
1982,1982-10-17,BC 1,30,4,Crabs,2.4,4,0.25,SPLITS
1982,1982-10-17,BC 1,30,5,Crabs,2.3,4,1,SPLITS
1982,1982-10-17,BC 1,30,6,Crabs,2.1,4,0.25,SPLITS
1982,1982-10-17,BC 1,30,7,Crabs,1.2,4,1,SPLITS
1982,1982-10-17,BC 1,30,8,Crabs,3.2,4,0.5,SPLITS
1982,1982-10-17,BC 1,30,9,Crabs,1.8,4,1,SPLITS
1982,1982-10-17,BC 1,30,10,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,30,11,Crabs,NA,4,1,SPLITS
1982,1982-10-17,BC 1,30,12,Crabs,5.2,4,1,SPLITS
1982,1982-10-17,Diablo,30,1,Crabs,NA,4,1,SPLITS
1982,1982-10-17,Diablo,30,2,Crabs,5,4,1,SPLITS
1982,1982-10-17,Diablo,30,3,Crabs,3.3,4,1,SPLITS
1982,1982-10-17,Diablo,30,4,Crabs,NA,4,1,SPLITS
1982,1982-10-17,Diablo,30,5,Crabs,4.8,4,1,SPLITS
1982,1982-10-17,Diablo,30,6,Crabs,7.2,4,0.25,SPLITS
1982,1982-10-17,Diablo,30,7,Crabs,2.5,4,0.5,SPLITS
1982,1982-10-17,Diablo,30,8,Crabs,NA,4,1,SPLITS
1982,1982-10-17,Diablo,30,9,Crabs,NA,4,1,SPLITS
1982,1982-10-17,Diablo,30,10,Crabs,1,4,0.5,SPLITS
1982,1982-10-17,Diablo,30,11,Crabs,NA,4,1,SPLITS
1982,1982-10-17,Diablo,30,12,Crabs,4.2,4,0.5,SPLITS
1982,1982-10-19,Diablo,10,1,Crabs,3,4,1,SPLITS
1982,1982-10-19,Diablo,10,2,Crabs,NA,4,0.0625,SPLITS
1982,1982-10-19,Diablo,10,3,Crabs,NA,4,0.125,SPLITS
1982,1982-10-19,Diablo,10,4,Crabs,NA,4,0.03125,SPLITS
1982,1982-10-19,Diablo,10,5,Crabs,NA,4,0.125,SPLITS
1982,1982-10-19,Diablo,10,6,Crabs,NA,4,0.5,SPLITS
1982,1982-10-19,Diablo,10,7,Crabs,NA,4,0.125,SPLITS
1982,1982-10-21,Twin W,10,2,Crabs,4.2,4,1,SPLITS
1982,1982-10-21,Twin W,10,3,Crabs,0.8,4,0.125,SPLITS
1982,1982-10-21,Twin W,10,4,Crabs,1.3,4,1,SPLITS
1982,1982-10-21,Twin W,10,5,Crabs,2.8,4,1,SPLITS
1982,1982-10-21,Twin W,10,6,Crabs,0.8,4,0.0625,SPLITS
1982,1982-10-21,Twin W,10,7,Crabs,2.5,4,0.5,SPLITS
1982,1982-10-21,Twin W,10,8,Crabs,2.8,4,1,SPLITS
1982,1982-10-21,Twin W,10,9,Crabs,NA,4,0.0625,SPLITS
1982,1982-10-21,Twin W,10,10,Crabs,NA,4,0.0625,SPLITS
1982,1982-10-21,Twin W,10,11,Crabs,NA,4,1,SPLITS
1982,1982-10-21,Twin W,10,12,Crabs,2.8,4,0.5,SPLITS
1982,1982-10-21,Twin W,10,1,Crabs,1.6,4,1,SPLITS
1982,1982-10-21,Twin W,20,5,Crabs,4.2,4,1,SPLITS
1982,1982-10-21,Twin W,20,6,Crabs,4.7,4,0.5,SPLITS
1982,1982-10-21,Twin W,20,7,Crabs,1.7,4,1,SPLITS
1982,1982-10-21,Twin W,20,8,Crabs,1.6,4,0.5,SPLITS
1982,1982-10-21,Twin W,20,9,Crabs,2.2,4,1,SPLITS
1982,1982-10-21,Twin W,20,10,Crabs,2.8,4,0.125,SPLITS
1982,1982-10-21,Twin W,20,11,Crabs,3,4,0.25,SPLITS
1982,1982-10-21,Twin W,20,12,Crabs,1,4,0.25,SPLITS
1982,1982-10-21,Twin W,20,1,Crabs,1.6,4,0.25,SPLITS
1982,1982-10-21,Twin W,20,2,Crabs,1.3,4,0.5,SPLITS
1982,1982-10-21,Twin W,20,3,Crabs,3.3,4,1,SPLITS
1982,1982-10-21,Twin W,20,4,Crabs,2,4,0.25,SPLITS
1982,1982-10-21,Twin W,30,1,Crabs,2,4,1,SPLITS
1982,1982-10-21,Twin W,30,2,Crabs,2.5,4,1,SPLITS
1982,1982-10-21,Twin W,30,3,Crabs,2.8,4,1,SPLITS
1982,1982-10-21,Twin W,30,4,Crabs,3.6,4,1,SPLITS
1982,1982-10-21,Twin W,30,5,Crabs,2.5,4,1,SPLITS
1982,1982-10-21,Twin W,30,6,Crabs,2,4,1,SPLITS
1982,1982-10-21,Twin W,30,7,Crabs,3.4,4,1,SPLITS
1982,1982-10-21,Twin W,30,8,Crabs,6.7,4,1,SPLITS
1982,1982-10-21,Twin W,30,9,Crabs,6.7,4,1,SPLITS
1982,1982-10-21,Twin W,30,10,Crabs,2.4,4,1,SPLITS
1982,1982-10-21,Twin W,30,11,Crabs,2.4,4,1,SPLITS
1982,1982-10-21,Twin W,30,12,Crabs,3.2,4,1,SPLITS
1983,1983-01-06,BC 1,10,1,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,2,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,3,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,4,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,5,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,6,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,7,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,8,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,9,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,10,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,11,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,10,12,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,1,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,2,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,3,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,4,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,5,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,6,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,7,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,8,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,9,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,10,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,11,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,20,12,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,1,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,2,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,3,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,4,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,5,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,6,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,7,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,8,Crabs,1.9,4,1,SPLITS
1983,1983-01-06,BC 1,30,9,Crabs,1,4,1,SPLITS
1983,1983-01-06,BC 1,30,10,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,11,Crabs,NA,4,1,SPLITS
1983,1983-01-06,BC 1,30,12,Crabs,2.5,4,1,SPLITS
1983,1983-01-13,Diablo,10,1,Crabs,4.9,4,1,SPLITS
1983,1983-01-13,Diablo,10,2,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,3,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,4,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,5,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,6,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,7,Crabs,1.2,4,1,SPLITS
1983,1983-01-13,Diablo,10,8,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,9,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,10,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,11,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,10,12,Crabs,3.4,4,1,SPLITS
1983,1983-01-13,Diablo,20,1,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,2,Crabs,1.2,4,1,SPLITS
1983,1983-01-13,Diablo,20,3,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,4,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,5,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,6,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,7,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,8,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,9,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,10,Crabs,1.4,4,1,SPLITS
1983,1983-01-13,Diablo,20,11,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,20,12,Crabs,1.2,4,1,SPLITS
1983,1983-01-13,Diablo,30,1,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,2,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,3,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,4,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,5,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,6,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,7,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,8,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,9,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,10,Crabs,1.4,4,1,SPLITS
1983,1983-01-13,Diablo,30,11,Crabs,NA,4,1,SPLITS
1983,1983-01-13,Diablo,30,12,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,1,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,2,Crabs,NA,4,0.5,SPLITS
1983,1983-01-18,Twin W,10,3,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,4,Crabs,1,4,1,SPLITS
1983,1983-01-18,Twin W,10,5,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,6,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,7,Crabs,1.5,4,1,SPLITS
1983,1983-01-18,Twin W,10,8,Crabs,2.2,4,1,SPLITS
1983,1983-01-18,Twin W,10,9,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,10,Crabs,4.2,4,1,SPLITS
1983,1983-01-18,Twin W,10,11,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,10,12,Crabs,1.2,4,1,SPLITS
1983,1983-01-18,Twin W,20,1,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,20,2,Crabs,7.2,4,1,SPLITS
1983,1983-01-18,Twin W,20,3,Crabs,1,4,1,SPLITS
1983,1983-01-18,Twin W,20,4,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,20,5,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,20,6,Crabs,1,4,0.5,SPLITS
1983,1983-01-18,Twin W,20,7,Crabs,2,4,1,SPLITS
1983,1983-01-18,Twin W,20,8,Crabs,1.5,4,1,SPLITS
1983,1983-01-18,Twin W,20,9,Crabs,0.8,4,1,SPLITS
1983,1983-01-18,Twin W,20,10,Crabs,2.3,4,1,SPLITS
1983,1983-01-18,Twin W,20,11,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,20,12,Crabs,1.3,4,1,SPLITS
1983,1983-01-18,Twin W,30,1,Crabs,2.5,4,1,SPLITS
1983,1983-01-18,Twin W,30,2,Crabs,0.5,4,1,SPLITS
1983,1983-01-18,Twin W,30,3,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,30,4,Crabs,1,4,1,SPLITS
1983,1983-01-18,Twin W,30,5,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,30,6,Crabs,1,4,1,SPLITS
1983,1983-01-18,Twin W,30,7,Crabs,1.7,4,1,SPLITS
1983,1983-01-18,Twin W,30,8,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,30,9,Crabs,NA,4,1,SPLITS
1983,1983-01-18,Twin W,30,10,Crabs,3,4,1,SPLITS
1983,1983-01-18,Twin W,30,11,Crabs,5,4,1,SPLITS
1983,1983-01-18,Twin W,30,12,Crabs,1,4,1,SPLITS
1983,1983-04-29,BC 1,10,2,Crabs,NA,4,0.0625,SPLITS
1983,1983-04-29,BC 1,10,3,Crabs,1.2,4,1,SPLITS
1983,1983-04-29,BC 1,10,4,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,10,5,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,10,6,Crabs,NA,4,0.125,SPLITS
1983,1983-04-29,BC 1,10,7,Crabs,NA,4,0.125,SPLITS
1983,1983-04-29,BC 1,10,8,Crabs,NA,4,0.0625,SPLITS
1983,1983-04-29,BC 1,10,9,Crabs,NA,4,0.03125,SPLITS
1983,1983-04-29,BC 1,10,10,Crabs,NA,4,0.03125,SPLITS
1983,1983-04-29,BC 1,10,11,Crabs,NA,4,0.03125,SPLITS
1983,1983-04-29,BC 1,10,12,Crabs,NA,4,0.0625,SPLITS
1983,1983-04-29,BC 1,10,1,Crabs,NA,4,0.03125,SPLITS
1983,1983-04-29,BC 1,20,1,Crabs,NA,4,0.125,SPLITS
1983,1983-04-29,BC 1,20,2,Crabs,NA,4,0.5,SPLITS
1983,1983-04-29,BC 1,20,3,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,20,4,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,20,5,Crabs,NA,4,0.5,SPLITS
1983,1983-04-29,BC 1,20,6,Crabs,NA,4,0.125,SPLITS
1983,1983-04-29,BC 1,20,7,Crabs,NA,4,0.03125,SPLITS
1983,1983-04-29,BC 1,20,8,Crabs,NA,4,0.0625,SPLITS
1983,1983-04-29,BC 1,20,9,Crabs,NA,4,0.03125,SPLITS
1983,1983-04-29,BC 1,20,10,Crabs,NA,4,0.0625,SPLITS
1983,1983-04-29,BC 1,20,11,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,20,12,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,30,1,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,30,2,Crabs,NA,4,0.125,SPLITS
1983,1983-04-29,BC 1,30,3,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,30,4,Crabs,NA,4,0.125,SPLITS
1983,1983-04-29,BC 1,30,5,Crabs,NA,4,0.5,SPLITS
1983,1983-04-29,BC 1,30,6,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,30,7,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,30,8,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,30,9,Crabs,NA,4,1,SPLITS
1983,1983-04-29,BC 1,30,10,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,30,11,Crabs,NA,4,0.25,SPLITS
1983,1983-04-29,BC 1,30,12,Crabs,1.2,4,1,SPLITS
1986,1986-03-20,Twin E,10,1,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,10,2,Crabs,NA,4,0.25,SPLITS
1986,1986-03-20,Twin E,10,3,Crabs,NA,4,0.5,SPLITS
1986,1986-03-20,Twin E,10,4,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,10,10,Crabs,NA,4,0.25,SPLITS
1986,1986-03-20,Twin E,20,1,Crabs,NA,4,0.5,SPLITS
1986,1986-03-20,Twin E,20,3,Crabs,NA,4,0.5,SPLITS
1986,1986-03-20,Twin E,20,5,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,20,6,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,20,7,Crabs,NA,4,0.25,SPLITS
1986,1986-03-20,Twin E,20,8,Crabs,NA,4,0.5,SPLITS
1986,1986-03-20,Twin E,20,9,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,20,10,Crabs,NA,4,0.5,SPLITS
1986,1986-03-20,Twin E,20,11,Crabs,NA,4,0.5,SPLITS
1986,1986-03-20,Twin E,30,1,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,2,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,3,Crabs,5.12,4,1,SPLITS
1986,1986-03-20,Twin E,30,4,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,5,Crabs,1.12,4,1,SPLITS
1986,1986-03-20,Twin E,30,6,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,7,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,8,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,9,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,10,Crabs,1.12,4,1,SPLITS
1986,1986-03-20,Twin E,30,11,Crabs,NA,4,1,SPLITS
1986,1986-03-20,Twin E,30,12,Crabs,1.04,4,1,SPLITS
1987,1987-10-06,BC 1,30,1,Crabs,20,4,0.5,SPLITS
1987,1987-10-06,BC 1,30,3,Crabs,19,4,0.5,SPLITS
1987,1987-10-06,BC 1,30,5,Crabs,34,4,1,SPLITS
1987,1987-10-06,BC 1,30,6,Crabs,33,4,0.25,SPLITS
1987,1987-10-15,BC 1,10,1,Crabs,NA,4,0.0625,SPLITS
1987,1987-10-15,BC 1,10,2,Crabs,2,4,0.0625,SPLITS
1987,1987-10-15,BC 1,10,3,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-15,BC 1,10,4,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-15,BC 1,10,5,Crabs,NA,4,0.125,SPLITS
1987,1987-10-15,BC 1,10,6,Crabs,NA,4,0.0625,SPLITS
1987,1987-10-15,BC 1,20,2,Crabs,30,4,0.125,SPLITS
1987,1987-10-15,BC 1,20,3,Crabs,56,4,0.125,SPLITS
1987,1987-10-15,BC 1,20,5,Crabs,17,4,0.0625,SPLITS
1987,1987-10-15,BC 1,20,6,Crabs,35,4,0.125,SPLITS
1987,1987-10-15,BC 1,20,8,Crabs,NA,4,0.0625,SPLITS
1987,1987-10-15,BC 1,20,10,Crabs,NA,4,0.0625,SPLITS
1987,1987-10-15,BC 1,20,12,Crabs,25,4,0.125,SPLITS
1987,1987-10-15,BC 1,30,8,Crabs,15,4,0.5,SPLITS
1987,1987-10-15,BC 1,30,9,Crabs,20,4,1,SPLITS
1987,1987-10-28,Frys I,10,1,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,2,Crabs,25,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,3,Crabs,14,4,0.0625,SPLITS
1987,1987-10-28,Frys I,10,4,Crabs,NA,4,0.0625,SPLITS
1987,1987-10-28,Frys I,10,5,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,6,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,7,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,9,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,10,Crabs,NA,4,0.0625,SPLITS
1987,1987-10-28,Frys I,10,11,Crabs,NA,4,0.03125,SPLITS
1987,1987-10-28,Frys I,10,12,Crabs,NA,4,0.15625,SPLITS
1987,1987-11-19,Twin W,10,1,Crabs,NA,4,1,SPLITS
1987,1987-11-19,Twin W,10,2,Crabs,NA,4,0.25,SPLITS
1987,1987-11-19,Twin W,20,2,Crabs,40,4,0.5,SPLITS
1987,1987-11-19,Twin W,20,3,Crabs,21,4,0.125,SPLITS
1987,1987-11-19,Twin W,20,4,Crabs,NA,4,0.0625,SPLITS
1987,1987-11-19,Twin W,20,5,Crabs,NA,4,0.0625,SPLITS
1987,1987-11-19,Twin W,20,6,Crabs,15,4,0.0625,SPLITS
1987,1987-11-19,Twin W,20,7,Crabs,NA,4,0.0625,SPLITS
1987,1987-11-19,Twin W,30,1,Crabs,NA,4,0.09375,SPLITS
1987,1987-11-19,Twin W,30,2,Crabs,NA,4,0.25,SPLITS
1987,1987-11-19,Twin W,30,3,Crabs,11,4,0.125,SPLITS
1987,1987-11-19,Twin W,30,4,Crabs,22,4,0.125,SPLITS
1987,1987-11-19,Twin W,30,5,Crabs,11,4,0.1875,SPLITS
1987,1987-11-19,Twin W,30,6,Crabs,17,4,0.25,SPLITS
1987,1987-11-19,Twin W,30,7,Crabs,NA,4,0.25,SPLITS
1987,1987-11-19,Twin W,30,8,Crabs,NA,4,0.03125,SPLITS
1987,1987-11-19,Twin W,30,9,Crabs,NA,4,0.25,SPLITS
1987,1987-11-19,Twin W,30,9,Crabs,NA,4,0.125,SPLITS
1987,1987-11-19,Twin W,30,9,Crabs,NA,4,0.125,SPLITS
1987,1987-11-19,Twin W,30,10,Crabs,16,4,0.125,SPLITS
1987,1987-11-19,Twin W,30,11,Crabs,14,4,0.0625,SPLITS
1987,1987-11-19,Twin W,30,12,Crabs,32,4,0.0625,SPLITS
1987,1987-11-19,Twin W,30,9,Crabs,NA,4,0.125,SPLITS
1988,1988-01-14,BC 1,10,8,Crabs,NA,4,0.25,SPLITS
1988,1988-01-14,BC 1,10,9,Crabs,NA,4,0.25,SPLITS
1989,1989-09-18,BC 1,10,1,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC 1,10,2,Crabs,NA,4,0.00390625,SPLITS
1989,1989-09-18,BC 1,10,3,Crabs,NA,4,0.0078125,SPLITS
1989,1989-09-18,BC 1,10,4,Crabs,NA,4,0.00390625,SPLITS
1989,1989-09-18,BC 1,10,5,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC 1,10,6,Crabs,NA,4,0.0625,SPLITS
1989,1989-09-18,BC 1,10,7,Crabs,NA,4,0.0625,SPLITS
1989,1989-09-18,BC 1,10,8,Crabs,NA,4,0.015625,SPLITS
1989,1989-09-18,BC 1,10,9,Crabs,NA,4,0.0625,SPLITS
1989,1989-09-18,BC 1,10,10,Crabs,NA,4,0.0078125,SPLITS
1989,1989-09-18,BC 2,10,1,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC 2,10,2,Crabs,NA,4,0.00390625,SPLITS
1989,1989-09-18,BC 2,10,3,Crabs,NA,4,0.00390625,SPLITS
1989,1989-09-18,BC 2,10,4,Crabs,NA,4,0.001953125,SPLITS
1989,1989-09-18,BC 2,10,5,Crabs,NA,4,0.015625,SPLITS
1989,1989-09-18,BC 2,10,6,Crabs,NA,4,0.015625,SPLITS
1989,1989-09-18,BC 2,10,7,Crabs,NA,4,0.00390625,SPLITS
1989,1989-09-18,BC 2,10,8,Crabs,NA,4,0.015625,SPLITS
1989,1989-09-18,BC 2,10,9,Crabs,NA,4,0.125,SPLITS
1989,1989-09-18,BC 2,10,10,Crabs,NA,4,0.015625,SPLITS
1989,1989-09-18,BC Point,10,1,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC Point,10,2,Crabs,NA,4,0.0625,SPLITS
1989,1989-09-18,BC Point,10,3,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC Point,10,4,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC Point,10,5,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC Point,10,6,Crabs,NA,4,0.0625,SPLITS
1989,1989-09-18,BC Point,10,7,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-18,BC Point,10,8,Crabs,1.76,4,0.03125,SPLITS
1989,1989-09-18,BC Point,10,9,Crabs,NA,4,0.015625,SPLITS
1989,1989-09-18,BC Point,10,10,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-29,Fern 1,10,1,Crabs,NA,4,0.0625,SPLITS
1989,1989-09-29,Fern 1,10,2,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-29,Fern 1,10,3,Crabs,NA,4,0.03125,SPLITS
1989,1989-09-29,Fern 1,10,4,Crabs,3.2,4,0.03125,SPLITS
