YEAR,DATE,SITE,DEPTH,REP,TAXA,SIZE,Count,FRACTION_SORTED,SOURCE
1982,1982-10-17,BC 1,10,2,Crabs,9.13,1,1,ROUGH
1982,1982-10-19,Diablo,10,3,Crabs,2,1,1,ROUGH
1982,1982-10-19,Diablo,10,4,Crabs,8.3,1,1,ROUGH
1982,1982-10-19,Diablo,10,5,Crabs,13,1,1,ROUGH
1982,1982-10-21,Twin W,10,9,Crabs,10,1,1,ROUGH
1982,1982-10-21,Twin W,10,12,Crabs,10,1,1,ROUGH
1983,1983-04-29,BC 1,10,9,Crabs,5.36,1,1,ROUGH
1983,1983-04-29,BC 1,10,10,Crabs,10.2,1,1,ROUGH
1983,1983-04-29,BC 1,10,12,Crabs,1.5,1,1,ROUGH
1986,1986-03-20,Twin E,10,2,Crabs,1.2,1,1,ROUGH
1987,1987-10-28,Frys I,10,2,Crabs,110,1,1,ROUGH
1989,1989-09-18,BC 1,10,1,Crabs,3.67,1,1,ROUGH
1989,1989-09-18,BC 1,10,2,Crabs,5,1,1,ROUGH
1989,1989-09-18,BC 1,10,3,Crabs,4.17,1,1,ROUGH
1989,1989-09-18,BC 1,10,4,Crabs,8.83,1,1,ROUGH
1989,1989-09-18,BC 1,10,5,Crabs,7.17,1,1,ROUGH
1989,1989-09-18,BC 1,10,6,Crabs,3.28,1,1,ROUGH
1989,1989-09-18,BC 1,10,7,Crabs,7,1,1,ROUGH
1989,1989-09-18,BC 1,10,8,Crabs,8.5,1,1,ROUGH
1989,1989-09-18,BC 1,10,9,Crabs,5.83,1,1,ROUGH
1989,1989-09-18,BC 1,10,10,Crabs,6.5,1,1,ROUGH
1989,1989-09-18,BC 2,10,1,Crabs,7,1,1,ROUGH
1989,1989-09-18,BC 2,10,2,Crabs,4.17,1,1,ROUGH
1989,1989-09-18,BC 2,10,3,Crabs,7.5,1,1,ROUGH
1989,1989-09-18,BC 2,10,4,Crabs,9.5,1,1,ROUGH
1989,1989-09-18,BC 2,10,5,Crabs,5,1,1,ROUGH
1989,1989-09-18,BC 2,10,6,Crabs,5.83,1,1,ROUGH
1989,1989-09-18,BC 2,10,7,Crabs,11.17,1,1,ROUGH
1989,1989-09-18,BC 2,10,8,Crabs,8.83,1,1,ROUGH
1989,1989-09-18,BC 2,10,9,Crabs,3.83,1,1,ROUGH
1989,1989-09-18,BC 2,10,10,Crabs,7.5,1,1,ROUGH
1989,1989-09-18,BC Point,10,1,Crabs,5.33,1,1,ROUGH
1989,1989-09-18,BC Point,10,2,Crabs,9.33,1,1,ROUGH
1989,1989-09-18,BC Point,10,3,Crabs,8.33,1,1,ROUGH
1989,1989-09-18,BC Point,10,4,Crabs,5.83,1,1,ROUGH
1989,1989-09-18,BC Point,10,5,Crabs,5.5,1,1,ROUGH
1989,1989-09-18,BC Point,10,6,Crabs,5.17,1,1,ROUGH
1989,1989-09-18,BC Point,10,7,Crabs,6,1,1,ROUGH
1989,1989-09-18,BC Point,10,8,Crabs,6.67,1,1,ROUGH
1989,1989-09-18,BC Point,10,9,Crabs,9,1,1,ROUGH
1989,1989-09-18,BC Point,10,10,Crabs,13,1,1,ROUGH
1989,1989-09-29,Fern 1,10,1,Crabs,7,1,1,ROUGH
1989,1989-09-29,Fern 1,10,2,Crabs,6.17,1,1,ROUGH
1989,1989-09-29,Fern 1,10,3,Crabs,17.84,1,1,ROUGH
1989,1989-09-29,Fern 1,10,4,Crabs,5.17,1,1,ROUGH
1989,1989-09-29,Fern 1,10,5,Crabs,14.83,1,1,ROUGH
1989,1989-09-29,Fern 1,10,6,Crabs,1.76,1,1,ROUGH
1989,1989-09-29,Fern 1,10,7,Crabs,9.33,1,1,ROUGH
1989,1989-09-29,Fern 1,10,8,Crabs,5.44,1,1,ROUGH
1989,1989-09-29,Fern 1,10,9,Crabs,5.5,1,1,ROUGH
1989,1989-09-29,Fern 1,10,10,Crabs,5.67,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,1,Crabs,8.33,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,2,Crabs,7.5,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,3,Crabs,8.67,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,4,Crabs,9.67,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,5,Crabs,4.83,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,6,Crabs,5,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,7,Crabs,6.17,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,8,Crabs,7.17,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,9,Crabs,8.67,1,1,ROUGH
1989,1989-09-29,FRYS 1,10,10,Crabs,8.67,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,1,Crabs,8.5,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,2,Crabs,5,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,3,Crabs,6,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,4,Crabs,6.17,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,5,Crabs,7,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,6,Crabs,8.67,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,7,Crabs,6,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,8,Crabs,6.83,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,9,Crabs,2.5,1,1,ROUGH
1989,1989-09-29,FRYS 3,10,10,Crabs,8.17,1,1,ROUGH
1990,1990-04-07,BC 2,10,1,Crabs,6,1,1,ROUGH
1990,1990-04-07,BC 2,10,2,Crabs,6.17,1,1,ROUGH
1990,1990-04-07,BC 2,10,3,Crabs,4.67,1,1,ROUGH
1990,1990-04-07,BC 2,10,4,Crabs,5.83,1,1,ROUGH
1990,1990-04-07,BC 2,10,6,Crabs,3.5,1,1,ROUGH
1990,1990-04-07,BC 2,10,7,Crabs,7.83,1,1,ROUGH
1990,1990-04-07,BC 2,10,9,Crabs,10.83,1,1,ROUGH
1990,1990-04-07,BC Point,10,3,Crabs,6.5,1,1,ROUGH
1990,1990-04-07,BC Point,10,4,Crabs,5.33,1,1,ROUGH
1990,1990-04-07,BC Point,10,5,Crabs,7.83,1,1,ROUGH
1990,1990-04-07,BC Point,10,6,Crabs,5.12,1,1,ROUGH
1990,1990-04-07,BC Point,10,7,Crabs,5.5,1,1,ROUGH
1990,1990-04-07,BC Point,10,8,Crabs,11.67,1,1,ROUGH
1990,1990-04-07,BC Point,10,9,Crabs,9.67,1,1,ROUGH
1990,1990-04-07,BC Point,10,10,Crabs,11.33,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,1,Crabs,3.83,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,2,Crabs,6.83,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,3,Crabs,6.33,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,4,Crabs,9.5,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,5,Crabs,8.33,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,6,Crabs,6.67,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,7,Crabs,8.83,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,8,Crabs,3.67,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,9,Crabs,6.83,1,1,ROUGH
1990,1990-04-07,FRYS 1,10,10,Crabs,8.33,1,1,ROUGH
1990,1990-04-08,BC 1,10,1,Crabs,6.33,1,1,ROUGH
1990,1990-04-08,BC 1,10,2,Crabs,5.33,1,1,ROUGH
1990,1990-04-08,BC 1,10,3,Crabs,7.17,1,1,ROUGH
1990,1990-04-08,BC 1,10,4,Crabs,6.33,1,1,ROUGH
1990,1990-04-08,BC 1,10,5,Crabs,3.67,1,1,ROUGH
1990,1990-04-08,BC 1,10,6,Crabs,8.33,1,1,ROUGH
1990,1990-04-08,BC 1,10,7,Crabs,8.83,1,1,ROUGH
1990,1990-04-08,BC 1,10,8,Crabs,8,1,1,ROUGH
1990,1990-04-08,BC 1,10,9,Crabs,4.17,1,1,ROUGH
1990,1990-04-08,BC 1,10,10,Crabs,8.17,1,1,ROUGH
1990,1990-04-08,Fern 1,10,1,Crabs,10.33,1,1,ROUGH
1990,1990-04-08,Fern 1,10,2,Crabs,7.83,1,1,ROUGH
1990,1990-04-08,Fern 1,10,3,Crabs,6.17,1,1,ROUGH
1990,1990-04-08,Fern 1,10,4,Crabs,5.83,1,1,ROUGH
1990,1990-04-08,Fern 1,10,5,Crabs,5,1,1,ROUGH
1990,1990-04-08,Fern 1,10,6,Crabs,5.33,1,1,ROUGH
1990,1990-04-08,Fern 1,10,7,Crabs,10.17,1,1,ROUGH
1990,1990-04-08,Fern 1,10,8,Crabs,4.24,1,1,ROUGH
1990,1990-04-08,Fern 1,10,9,Crabs,4.33,1,1,ROUGH
1990,1990-04-08,Fern 1,10,10,Crabs,10.17,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,1,Crabs,8.83,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,2,Crabs,4.17,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,3,Crabs,5.33,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,4,Crabs,5.5,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,5,Crabs,7.5,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,6,Crabs,11.67,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,7,Crabs,7.5,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,8,Crabs,5.83,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,9,Crabs,6.33,1,1,ROUGH
1990,1990-04-08,FRYS 3,10,10,Crabs,14.17,1,1,ROUGH
1990,1990-08-27,BC Point,.,.,Crabs,6.67,1,1,ROUGH
1990,1990-08-27,BC Point,.,.,Crabs,8.33,1,1,ROUGH
1990,1990-08-27,BC Point,.,.,Crabs,6.32,1,1,ROUGH
1990,1990-08-27,BC Point,.,.,Crabs,6.88,1,1,ROUGH
1990,1990-08-27,BC Point,.,.,Crabs,5.33,1,1,ROUGH
1990,1990-08-27,Fern 1,.,.,Crabs,4.64,1,1,ROUGH
1990,1990-08-27,Fern 1,.,.,Crabs,5.33,1,1,ROUGH
1990,1990-08-27,Fern 1,.,.,Crabs,3.76,1,1,ROUGH
1990,1990-08-27,Fern 1,.,.,Crabs,7.67,1,1,ROUGH
1990,1990-08-27,Fern 1,.,.,Crabs,4.67,1,1,ROUGH
1990,1990-08-27,Fern 1,.,.,Crabs,5.92,1,1,ROUGH
1990,1990-10-06,unknown,.,.,Crabs,8.33,1,1,ROUGH
1990,1990-10-06,unknown,.,.,Crabs,7.36,1,1,ROUGH
1990,1990-10-06,unknown,.,.,Crabs,12.17,1,1,ROUGH
1990,1990-10-06,unknown,.,.,Crabs,3,1,1,ROUGH
1990,1990-10-06,unknown,.,.,Crabs,5,1,1,ROUGH
1990,1990-10-06,unknown,.,.,Crabs,53,1,1,ROUGH
1990,1990-10-06,BC Point,.,.,Crabs,3.33,1,1,ROUGH
1990,1990-10-09,Fern 1,.,.,Crabs,2.83,1,1,ROUGH
1990,1990-10-09,Fern 1,.,.,Crabs,6.83,1,1,ROUGH
1990,1990-10-09,Fern 1,.,.,Crabs,3.83,1,1,ROUGH
1990,1990-10-09,Fern 1,.,.,Crabs,4.67,1,1,ROUGH
1993,1993-11-16,Twin W,10,1,Crabs,3.2,1,1,ROUGH
1993,1993-11-16,Twin W,10,3,Crabs,4.1,1,1,ROUGH
1993,1993-11-16,Twin W,10,4,Crabs,5.7,1,1,ROUGH
1993,1993-11-16,Twin W,10,7,Crabs,4.8,1,1,ROUGH
1993,1993-11-16,Twin W,10,8,Crabs,3.8,1,1,ROUGH
1993,1993-11-16,Twin W,10,9,Crabs,4.5,1,1,ROUGH
1993,1993-11-16,Twin W,10,10,Crabs,4.9,1,1,ROUGH
1993,1993-11-16,Twin W,20,1,Crabs,5.1,1,1,ROUGH
1993,1993-11-16,Twin W,20,2,Crabs,4.8,1,1,ROUGH
1993,1993-11-16,Twin W,20,3,Crabs,5.5,1,1,ROUGH
1993,1993-11-16,Twin W,20,4,Crabs,5,1,1,ROUGH
1993,1993-11-16,Twin W,20,7,Crabs,1,1,1,ROUGH
1993,1993-11-16,Twin W,20,8,Crabs,0.5,1,1,ROUGH
1993,1993-11-16,Twin W,20,9,Crabs,5.5,1,1,ROUGH
1993,1993-11-16,Twin W,20,10,Crabs,4.2,1,1,ROUGH
1993,1993-11-16,Twin W,30,5,Crabs,4.4,1,1,ROUGH
1993,1993-11-16,Twin W,30,6,Crabs,4,1,1,ROUGH
1993,1993-11-16,Twin W,30,8,Crabs,2.5,1,1,ROUGH
1993,1993-11-16,Twin W,30,9,Crabs,3,1,1,ROUGH
1993,1993-11-16,Twin W,30,10,Crabs,3.5,1,1,ROUGH
1993,1993-11-17,BC 1,10,3,Crabs,8.7,1,1,ROUGH
1993,1993-11-17,BC 1,10,5,Crabs,7.5,1,1,ROUGH
1993,1993-11-17,BC 1,10,8,Crabs,4.9,1,1,ROUGH
1993,1993-11-17,BC 1,10,9,Crabs,5.6,1,1,ROUGH
1993,1993-11-17,BC 1,10,10,Crabs,4.3,1,1,ROUGH
1993,1993-11-17,BC 1,20,4,Crabs,7.5,1,1,ROUGH
1993,1993-11-17,BC 1,20,8,Crabs,5.4,1,1,ROUGH
1993,1993-11-17,BC 1,30,7,Crabs,6.29,1,1,ROUGH
1993,1993-11-18,Diablo,10,1,Crabs,6,1,1,ROUGH
1993,1993-11-18,Diablo,10,3,Crabs,7.9,1,1,ROUGH
1993,1993-11-18,Diablo,10,4,Crabs,3.8,1,1,ROUGH
1993,1993-11-18,Diablo,10,8,Crabs,4,1,1,ROUGH
1993,1993-11-18,Diablo,10,9,Crabs,3.8,1,1,ROUGH
1993,1993-11-18,Diablo,20,1,Crabs,6.9,1,1,ROUGH
1993,1993-11-18,Diablo,20,2,Crabs,3.7,1,1,ROUGH
1993,1993-11-18,Diablo,20,3,Crabs,6.3,1,1,ROUGH
1993,1993-11-18,Diablo,20,4,Crabs,4,1,1,ROUGH
1993,1993-11-18,Diablo,20,5,Crabs,5.9,1,1,ROUGH
1993,1993-11-18,Diablo,20,6,Crabs,3.1,1,1,ROUGH
1993,1993-11-18,Diablo,20,7,Crabs,6.2,1,1,ROUGH
1993,1993-11-18,Diablo,20,8,Crabs,5.5,1,1,ROUGH
1993,1993-11-18,Diablo,20,9,Crabs,4.5,1,1,ROUGH
1993,1993-11-18,Diablo,20,10,Crabs,3,1,1,ROUGH
1993,1993-11-18,Diablo,30,1,Crabs,3.9,1,1,ROUGH
1993,1993-11-18,Diablo,30,3,Crabs,4.2,1,1,ROUGH
1993,1993-11-18,Diablo,30,4,Crabs,3,1,1,ROUGH
1993,1993-11-18,Diablo,30,5,Crabs,4.3,1,1,ROUGH
1993,1993-11-18,Diablo,30,6,Crabs,7,1,1,ROUGH
1993,1993-11-18,Diablo,30,7,Crabs,5.4,1,1,ROUGH
1993,1993-11-18,Diablo,30,8,Crabs,4.2,1,1,ROUGH
1993,1993-11-18,Diablo,30,10,Crabs,4.2,1,1,ROUGH
1994,1994-12-16,BC 1,10,2,Crabs,8.3,1,1,ROUGH
1994,1994-12-16,BC 1,10,3,Crabs,8.2,1,1,ROUGH
1994,1994-12-16,BC 1,10,7,Crabs,4.1,1,1,ROUGH
1994,1994-12-16,BC 1,10,8,Crabs,9.4,1,1,ROUGH
1994,1994-12-16,BC 1,10,9,Crabs,4.5,1,1,ROUGH
1994,1994-12-16,BC 1,20,3,Crabs,5.9,1,1,ROUGH
1994,1994-12-16,BC 1,20,8,Crabs,6.2,1,1,ROUGH
1994,1994-12-16,BC 1,20,10,Crabs,7.3,1,1,ROUGH
1995,1995-11-07,BC 1,10,1,Crabs,4,1,1,ROUGH
1995,1995-11-07,BC 1,10,3,Crabs,8,1,1,ROUGH
1995,1995-11-07,BC 1,10,4,Crabs,3.4,1,1,ROUGH
1995,1995-11-07,BC 1,10,6,Crabs,11.6,1,1,ROUGH
1995,1995-11-07,BC 1,10,9,Crabs,5.5,1,1,ROUGH
1995,1995-11-07,BC 1,10,10,Crabs,3.5,1,1,ROUGH
1995,1995-11-07,BC 1,20,2,Crabs,7.7,1,1,ROUGH
1995,1995-11-07,BC 1,20,3,Crabs,6.9,1,1,ROUGH
1995,1995-11-07,BC 1,20,5,Crabs,6.9,1,1,ROUGH
1995,1995-11-07,BC 1,20,6,Crabs,4.1,1,1,ROUGH
1995,1995-11-07,BC 1,20,8,Crabs,3,1,1,ROUGH
1995,1995-11-07,BC 1,20,10,Crabs,4,1,1,ROUGH
1995,1995-11-07,BC 1,30,1,Crabs,7.2,1,1,ROUGH
1995,1995-11-07,BC 1,30,4,Crabs,4.2,1,1,ROUGH
1995,1995-11-07,BC 1,30,5,Crabs,10.8,1,1,ROUGH
1995,1995-11-07,BC 1,30,6,Crabs,4,1,1,ROUGH
1995,1995-11-07,BC 1,30,7,Crabs,5.6,1,1,ROUGH
1995,1995-11-07,BC 1,30,8,Crabs,5,1,1,ROUGH
1995,1995-11-07,BC 1,30,10,Crabs,4.7,1,1,ROUGH
1996,1996-11-07,BC 1,10,1,Crabs,8.5,1,1,ROUGH
1996,1996-11-07,BC 1,10,2,Crabs,6.8,1,1,ROUGH
1996,1996-11-07,BC 1,10,3,Crabs,7.2,1,1,ROUGH
1996,1996-11-07,BC 1,10,4,Crabs,6.1,1,1,ROUGH
1996,1996-11-07,BC 1,10,5,Crabs,10.5,1,1,ROUGH
1996,1996-11-07,BC 1,10,6,Crabs,4.7,1,1,ROUGH
1996,1996-11-07,BC 1,10,7,Crabs,8.4,1,1,ROUGH
1996,1996-11-07,BC 1,10,8,Crabs,11.7,1,1,ROUGH
1996,1996-11-07,BC 1,10,9,Crabs,10.6,1,1,ROUGH
1996,1996-11-07,BC 1,10,10,Crabs,9.4,1,1,ROUGH
1996,1996-11-07,BC 1,20,1,Crabs,4.3,1,1,ROUGH
1996,1996-11-07,BC 1,20,2,Crabs,7.8,1,1,ROUGH
1996,1996-11-07,BC 1,20,3,Crabs,4.8,1,1,ROUGH
1996,1996-11-07,BC 1,20,4,Crabs,7.8,1,1,ROUGH
1996,1996-11-07,BC 1,20,5,Crabs,4.6,1,1,ROUGH
1996,1996-11-07,BC 1,20,7,Crabs,4.9,1,1,ROUGH
1996,1996-11-07,BC 1,20,8,Crabs,7.9,1,1,ROUGH
1996,1996-11-07,BC 1,20,9,Crabs,3.8,1,1,ROUGH
1996,1996-11-07,BC 1,20,10,Crabs,3.3,1,1,ROUGH
1996,1996-11-07,BC 1,30,1,Crabs,7,1,1,ROUGH
1996,1996-11-07,BC 1,30,2,Crabs,7.9,1,1,ROUGH
1996,1996-11-07,BC 1,30,3,Crabs,11.8,1,1,ROUGH
1996,1996-11-07,BC 1,30,4,Crabs,3.8,1,1,ROUGH
1996,1996-11-07,BC 1,30,6,Crabs,4.7,1,1,ROUGH
1996,1996-11-07,BC 1,30,7,Crabs,5.2,1,1,ROUGH
1996,1996-11-07,BC 1,30,10,Crabs,6.3,1,1,ROUGH
1996,1996-11-12,Twin W,10,1,Crabs,5.8,1,1,ROUGH
1996,1996-11-12,Twin W,10,2,Crabs,2.2,1,1,ROUGH
1996,1996-11-12,Twin W,10,3,Crabs,9.8,1,1,ROUGH
1996,1996-11-12,Twin W,10,4,Crabs,5.3,1,1,ROUGH
1996,1996-11-12,Twin W,10,5,Crabs,10.2,1,1,ROUGH
1996,1996-11-12,Twin W,10,6,Crabs,11.1,1,1,ROUGH
1996,1996-11-12,Twin W,10,7,Crabs,7.5,1,1,ROUGH
1996,1996-11-12,Twin W,10,8,Crabs,3.5,1,1,ROUGH
1996,1996-11-12,Twin W,10,9,Crabs,2.7,1,1,ROUGH
1996,1996-11-12,Twin W,10,10,Crabs,5,1,1,ROUGH
1996,1996-11-12,Twin W,20,2,Crabs,2.9,1,1,ROUGH
1996,1996-11-12,Twin W,20,3,Crabs,9.7,1,1,ROUGH
1996,1996-11-12,Twin W,20,4,Crabs,3.4,1,1,ROUGH
1996,1996-11-12,Twin W,20,5,Crabs,3.8,1,1,ROUGH
1996,1996-11-12,Twin W,20,6,Crabs,7.1,1,1,ROUGH
1996,1996-11-12,Twin W,20,8,Crabs,6.1,1,1,ROUGH
1996,1996-11-12,Twin W,20,10,Crabs,4.3,1,1,ROUGH
1996,1996-11-12,Twin W,30,1,Crabs,10.3,1,1,ROUGH
1996,1996-11-12,Twin W,30,2,Crabs,6.4,1,1,ROUGH
1996,1996-11-12,Twin W,30,3,Crabs,5.1,1,1,ROUGH
1996,1996-11-12,Twin W,30,5,Crabs,5,1,1,ROUGH
1996,1996-11-12,Twin W,30,6,Crabs,6.4,1,1,ROUGH
1996,1996-11-12,Twin W,30,7,Crabs,3.7,1,1,ROUGH
1996,1996-11-12,Twin W,30,8,Crabs,3.1,1,1,ROUGH
1996,1996-11-12,Twin W,30,9,Crabs,5.2,1,1,ROUGH
1996,1996-11-12,Twin W,30,10,Crabs,3.5,1,1,ROUGH
1996,1996-11-13,Diablo,10,1,Crabs,7.3,1,1,ROUGH
1996,1996-11-13,Diablo,10,2,Crabs,3.7,1,1,ROUGH
1996,1996-11-13,Diablo,10,3,Crabs,4.7,1,1,ROUGH
1996,1996-11-13,Diablo,10,4,Crabs,11.5,1,1,ROUGH
1996,1996-11-13,Diablo,10,5,Crabs,4.8,1,1,ROUGH
1996,1996-11-13,Diablo,10,6,Crabs,6.8,1,1,ROUGH
1996,1996-11-13,Diablo,10,7,Crabs,6,1,1,ROUGH
1996,1996-11-13,Diablo,10,8,Crabs,7.3,1,1,ROUGH
1996,1996-11-13,Diablo,10,9,Crabs,8.4,1,1,ROUGH
1996,1996-11-13,Diablo,10,10,Crabs,7.5,1,1,ROUGH
1996,1996-11-13,Diablo,20,1,Crabs,3.5,1,1,ROUGH
1996,1996-11-13,Diablo,20,2,Crabs,13.7,1,1,ROUGH
1996,1996-11-13,Diablo,20,3,Crabs,3,1,1,ROUGH
1996,1996-11-13,Diablo,20,4,Crabs,6.4,1,1,ROUGH
1996,1996-11-13,Diablo,20,5,Crabs,5.9,1,1,ROUGH
1996,1996-11-13,Diablo,20,6,Crabs,9.9,1,1,ROUGH
1996,1996-11-13,Diablo,20,7,Crabs,3.7,1,1,ROUGH
1996,1996-11-13,Diablo,20,8,Crabs,6.2,1,1,ROUGH
1996,1996-11-13,Diablo,20,9,Crabs,7.9,1,1,ROUGH
1996,1996-11-13,Diablo,20,10,Crabs,3.1,1,1,ROUGH
1996,1996-11-13,Diablo,30,1,Crabs,10.9,1,1,ROUGH
1996,1996-11-13,Diablo,30,2,Crabs,4.9,1,1,ROUGH
1996,1996-11-13,Diablo,30,3,Crabs,7.2,1,1,ROUGH
1996,1996-11-13,Diablo,30,4,Crabs,8.9,1,1,ROUGH
1996,1996-11-13,Diablo,30,5,Crabs,2.6,1,1,ROUGH
1996,1996-11-13,Diablo,30,6,Crabs,5.7,1,1,ROUGH
1996,1996-11-13,Diablo,30,7,Crabs,10,1,1,ROUGH
1996,1996-11-13,Diablo,30,8,Crabs,5,1,1,ROUGH
1996,1996-11-13,Diablo,30,9,Crabs,9.8,1,1,ROUGH
1996,1996-11-13,Diablo,30,10,Crabs,7.7,1,1,ROUGH
1997,1997-10-29,BC 1,10,1,Crabs,4,1,1,ROUGH
1997,1997-10-29,BC 1,10,2,Crabs,5,1,1,ROUGH
1997,1997-10-29,BC 1,10,3,Crabs,3.5,1,1,ROUGH
1997,1997-10-29,BC 1,10,4,Crabs,2.9,1,1,ROUGH
1997,1997-10-29,BC 1,10,5,Crabs,11.4,1,1,ROUGH
1997,1997-10-29,BC 1,10,6,Crabs,7.8,1,1,ROUGH
1997,1997-10-29,BC 1,10,7,Crabs,3,1,1,ROUGH
1997,1997-10-29,BC 1,10,8,Crabs,3,1,1,ROUGH
1997,1997-10-29,BC 1,10,9,Crabs,4,1,1,ROUGH
1997,1997-10-29,BC 1,10,10,Crabs,3.1,1,1,ROUGH
1997,1997-10-29,BC 1,20,1,Crabs,2.9,1,1,ROUGH
1997,1997-10-29,BC 1,20,2,Crabs,3.5,1,1,ROUGH
1997,1997-10-29,BC 1,20,3,Crabs,2.5,1,1,ROUGH
1997,1997-10-29,BC 1,20,5,Crabs,3,1,1,ROUGH
1997,1997-10-29,BC 1,20,6,Crabs,4,1,1,ROUGH
1997,1997-10-29,BC 1,20,8,Crabs,5,1,1,ROUGH
1997,1997-10-29,BC 1,20,9,Crabs,3.1,1,1,ROUGH
1997,1997-10-29,BC 1,20,10,Crabs,4,1,1,ROUGH
1997,1997-10-29,BC 1,30,1,Crabs,5.4,1,1,ROUGH
1997,1997-10-29,BC 1,30,3,Crabs,5.9,1,1,ROUGH
1997,1997-10-29,BC 1,30,4,Crabs,4,1,1,ROUGH
1997,1997-10-29,BC 1,30,5,Crabs,3.5,1,1,ROUGH
1997,1997-10-29,BC 1,30,7,Crabs,4.5,1,1,ROUGH
1997,1997-10-29,BC 1,30,9,Crabs,4.5,1,1,ROUGH
1997,1997-11-05,Twin W,10,1,Crabs,2.9,1,1,ROUGH
1997,1997-11-05,Twin W,10,2,Crabs,6.5,1,1,ROUGH
1997,1997-11-05,Twin W,10,3,Crabs,3,1,1,ROUGH
1997,1997-11-05,Twin W,10,4,Crabs,2,1,1,ROUGH
1997,1997-11-05,Twin W,10,5,Crabs,10,1,1,ROUGH
1997,1997-11-05,Twin W,10,7,Crabs,9,1,1,ROUGH
1997,1997-11-05,Twin W,10,9,Crabs,2.8,1,1,ROUGH
1997,1997-11-05,Twin W,10,10,Crabs,5,1,1,ROUGH
1997,1997-11-05,Twin W,20,1,Crabs,5.3,1,1,ROUGH
1997,1997-11-05,Twin W,20,2,Crabs,3.1,1,1,ROUGH
1997,1997-11-05,Twin W,20,3,Crabs,3,1,1,ROUGH
1997,1997-11-05,Twin W,20,4,Crabs,3.1,1,1,ROUGH
1997,1997-11-05,Twin W,20,5,Crabs,6,1,1,ROUGH
1997,1997-11-05,Twin W,20,6,Crabs,4.1,1,1,ROUGH
1997,1997-11-05,Twin W,20,8,Crabs,5,1,1,ROUGH
1997,1997-11-05,Twin W,20,9,Crabs,4.1,1,1,ROUGH
1997,1997-11-05,Twin W,20,10,Crabs,4,1,1,ROUGH
1997,1997-11-05,Twin W,30,1,Crabs,4,1,1,ROUGH
1997,1997-11-05,Twin W,30,2,Crabs,3.9,1,1,ROUGH
1997,1997-11-05,Twin W,30,3,Crabs,8.6,1,1,ROUGH
1997,1997-11-05,Twin W,30,4,Crabs,6,1,1,ROUGH
1997,1997-11-05,Twin W,30,8,Crabs,3.1,1,1,ROUGH
1997,1997-11-05,Twin W,30,9,Crabs,6,1,1,ROUGH
1997,1997-11-05,Twin W,30,10,Crabs,6,1,1,ROUGH
1998,1998-10-13,Twin W,10,1,Crabs,2.6,1,1,ROUGH
1998,1998-10-13,Twin W,10,2,Crabs,7.9,1,1,ROUGH
1998,1998-10-13,Twin W,10,3,Crabs,4,1,1,ROUGH
1998,1998-10-13,Twin W,10,4,Crabs,4,1,1,ROUGH
1998,1998-10-13,Twin W,10,5,Crabs,13,1,1,ROUGH
1998,1998-10-13,Twin W,10,6,Crabs,9,1,1,ROUGH
1998,1998-10-13,Twin W,10,7,Crabs,8.1,1,1,ROUGH
1998,1998-10-13,Twin W,10,8,Crabs,4.2,1,1,ROUGH
1998,1998-10-13,Twin W,10,9,Crabs,4,1,1,ROUGH
1998,1998-10-13,Twin W,10,10,Crabs,8.6,1,1,ROUGH
1998,1998-10-13,Twin W,20,1,Crabs,6.5,1,1,ROUGH
1998,1998-10-13,Twin W,20,2,Crabs,11,1,1,ROUGH
